id,position,name,score,ratings,category,price_range,full_address,zip_code,lat,lng
2831,122,Wong's Wok(7424 West Appleton Avenue),,,Chinese,$$,"7424 West Appleton Avenue, Milwaukee, WI, 53216",53216,43.09065,-88.00414
2832,123,Hui's Cantonese &amp; American Restaurant (Milwaukee),,,Chinese,$$,"8820 W North Ave, Wauwatosa, WI, 53226",53226,43.06074,-88.023
2833,19,Cousins Subs  (7603 W. Burleigh St.),4.1,68,"American, Sandwich",$,"7603 W. Burleigh St., Milwaukee, WI, 53222",53222,43.074945,-88.007794
2834,1,Walgreens (6600 W State St),,,"Pharmacy, Convenience, Everyday Essentials, Baby",$,"6600 W State St, Wauwatosa, WI, 53213",53213,43.0456,-87.99496
2835,67,Ya Ya China,4.3,133,"Chinese, Asian, Rice Dishes, Noodles, Chicken, Fried Foods, Soup",,"8333 West Appleton Avenue, Milwaukee, WI, 53218",53218,43.10459,-88.01647
2836,193,The Chocolate Factory (Pewaukee),4.9,13,"Sandwiches, American, Ice Cream, Desserts",$,"161 West Wisconsin Avenue, Pewaukee, WI, 53072",53072,43.08392,-88.26377
2837,178,Dunkin' (7926 W Capitol Dr),4.4,91,"Breakfast and Brunch, Donuts",$,"7926 W Capitol Dr, Milwaukee, WI, 53222",53222,43.0901149,-88.0121366
2838,177,Stella J's Soul Food (Milwaukee),4,55,"BBQ, American, Burgers, Black-owned",$,"7434 W Capitol Dr, Milwaukee, WI, 53216",53216,43.090271,-88.005467
2839,169,Fiesta Garibaldi Chicken,,,"Comfort Food, American, Burgers",$$,"3621 West North Avenue, Milwaukee, WI, 53208",53208,43.06043,-87.95969
2840,35,Wendy's  (4601 W. North Avenue),3.9,83,"American, Burgers, Fast Food",$,"4601 W. North Avenue, Milwaukee, WI, 53208",53208,43.060295,-87.971517
2841,166,Hideaway,,,"American, Burgers, Sandwiches",$$,"9000 W Kaul Ave, Milwaukee, WI, 53225",53225,43.12867,-88.0245
2842,20,Noodles &amp; Company (7700 W State St),4.6,162,"Healthy, Pasta, American, Italian, Comfort Food, Noodles, Family Meals",$,"7700 W State St, Wauwatosa, WI, 53213",53213,43.0497104,-88.0080446
2843,11,Five Guys WI-4050 16730 W Bluemound Rd,4.6,19,"American, Burgers",$,"16730 West Bluemound Road, Brookfield, WI, 53005",53005,43.03749,-88.1219
2844,27,KFC (6706 West North Avenue),4.5,104,"American, Fast Food, wings, Family Meals, Family Friendly",$,"6706 West North Avenue, Milwaukee, WI, 53213",53213,43.0610387,-87.9966261
2845,3,Taco Bell (5630 W North Ave),4,124,"Burritos, Fast Food, Mexican",$,"5630 W North Ave, Milwaukee, WI, 53210",53210,43.0609131,-87.983832
2846,8,Panera (2500 North Mayfair Road),4.7,46,"Breakfast and Brunch, salad, Sandwich, Family Meals, Pizza, Healthy, American, Chicken",$,"2500 North Mayfair Road, Wauwatosa, WI, 53226",53226,43.0635938,-88.0456501
2847,174,Starbucks (Wauwatosa &amp; Harmonee),,,"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea",$,"1417 N. Wauwatosa Avenue, Milwaukee, WI, 53213",53213,43.0506543,-88.0079407
2848,166,Chick-fil-A  (1 N Moorland Rd),4.7,53,"American, Fried Chicken, Family Meals, Southern, Sandwich, Fast Food",$,"1 N Moorland Rd, Brookfield, WI, 53005",53005,43.031729,-88.107256
2849,72,McDonald's® (College &amp; 13th St),4.7,33,"American, Fast Food, Burgers",$,"6262 South 13th Street, Milwaukee, WI, 53221",53221,42.9309525,-87.9289881
2850,17,Buffalo Wild Wings (16750 W Bluemound Rd Ste G),4.4,55,wings,$$,"16750 W Bluemound Rd Ste G, Brookfield, WI, 53005",53005,43.0385227,-88.121124
2851,21,Taco Bell (510 N Mayfair Rd),3.8,47,"Burritos, Fast Food, Mexican",$,"510 N Mayfair Rd, Wauwatosa, WI, 53226",53226,43.0367398,-88.0466475
2852,5,McDonald's® (North &amp; 67th St),4.2,200,"American, Fast Food, Burgers",$,"6631 W North Ave, Wauwatosa, WI, 53213",53213,43.06058,-87.9956
2853,220,Jersey Mike's Subs (Wauwatosa),4.6,55,"Sandwich, Salads, Healthy",$,"2751 N Mayfair Rd, Wauwatosa, WI, 53226",53226,43.068638,-88.0484
2854,60,KFC (7343 West Appleton Avenue),4,84,"American, Fast Food, wings, Family Meals",$,"7343 West Appleton Avenue, Milwaukee, WI, 53216",53216,43.0891623,-88.003937
2855,41,Walgreens (5115 W Capitol Dr),4.6,11,"Pharmacy, Convenience, Everyday Essentials, Baby",$,"5115 W Capitol Dr, Milwaukee, WI, 53216",53216,43.08957,-87.97802
2856,65,Wendy's  (3140 N. 124Th Street),3.8,13,"American, Burgers, Fast Food",$,"3140 N. 124Th Street, Wauwatosa, WI, 53222",53222,43.075526,-88.065782
2857,53,Taco Bell (4143 North 76th Street),3.6,68,"Burritos, Fast Food, Mexican",$,"4143 North 76th Street, Milwaukee, WI, 53222",53222,43.0930199,-88.0075436
2858,17,Athenos Gyros (124th St &amp; Feerick),4.6,27,"Mediterranean, Desserts",$,"3845 N 124th St, Brookfield, WI, 53005",53005,43.08676,-88.06726
2859,12,Buffalo Wild Wings (2635 N Mayfair),4.2,58,wings,$$,"2635 N Mayfair, Wauwatosa, WI, 53226",53226,43.0656926,-88.0484576
2860,40,McDonald's® (HWY 100 &amp; Silver Spring),4.3,100,"American, Fast Food, Burgers",$,"11313 W Silver Spring Dr, Milwaukee, WI, 53225",53225,43.1168949,-88.0534539
2861,1,Walgreens (2275 N Mayfair Rd),,,"Pharmacy, Convenience, Everyday Essentials, Baby",$,"2275 N Mayfair Rd, Milwaukee, WI, 53226",53226,43.05914,-88.04853
2862,2,Subway (4005A Westview Blvd),,,"Fast Food, Sandwich, American",$,"4005A Westview Blvd, Weston, WI, 54476",54476,44.8895336,-89.5731878
2863,3,Baskin-Robbins (110 W Bridge St),,,"Desserts, Ice Cream + Frozen Yogurt, Comfort Food",$,"110 W Bridge St, Wausau, WI, 54401",54401,44.97023,-89.63776
2864,4,CVS (102 CENTRAL BRIDGE STREET),,,"Everyday Essentials, Convenience, Pharmacy, Snacks",$,"102 CENTRAL BRIDGE STREET, WAUSAU, WI, 53216",53216,44.97026,-89.63632
2865,27,Malarkey's Pub,,,"American, Burgers, Sandwiches",$$,"408 3rd St, Wausau, WI, 54403",54403,44.96008,-89.62811
2866,1,Walgreens (105 CENTRAL BRIDGE ST),4.4,11,"Pharmacy, Convenience, Everyday Essentials, Baby",$,"105 Central Bridge St, Wausau, WI, 54401",54401,44.9692,-89.63636
2867,26,Treu's Tic Toc Club,,,"Burgers, American, Sandwiches",$$,"1201 W Thomas St, Wausau, WI, 54401",54401,44.94811,-89.65066
2868,5,Hi Restaurant,,,"Chinese, Asian, Asian Fusion",$$,"102 Jefferson Street, Wausau, WI, 54403",54403,44.96008,-89.62983
2869,3,Lemongrass Asian Fusion,,,"Asian Fusion, Asian, Korean",$$,"316 N 3rd Street, Wausau, WI, 54403",54403,44.95943,-89.6282
2870,22,Burger King (2100 N. Mountain Rd),4.5,11,"American, burger, Fast Food, Family Meals",$,"2100 N. Mountain Rd, Wausau, WI, 54401",54401,44.933384,-89.6622239
2871,15,Qdoba Mexican Eats (2205 Stewart Avenue suite 400),4.8,19,"Mexican, Bowls, Salads",$,"2205 Stewart Avenue suite 400, Wausau, WI, 54401",54401,44.9580092,-89.6637974
2872,19,Treu's tic toc,,,"American, Burgers, Sandwiches",$$,"1200 W Thomas St, Wausau, WI, 54401",54401,44.94846,-89.65052
2873,17,M &amp; R Station,,,"Comfort Food, American, Chicken",$$,"818 S 3rd Ave, Wausau, WI, 54401",54401,44.95308,-89.63987
2874,15,Christine's Bar Wausau,,,"American, Burgers, Sandwiches",$$,"936 South 3rd Avenue, Wausau, WI, 54401",54401,44.9503,-89.63969
2875,1,Tony's Pizza,,,"Pizza, American, Italian",$$,"420 Fond Du Lac St, Waupun, WI, 53963",53963,43.64083,-88.72056
2876,14,Los Victor's Mexican food California style,,,"Mexican, Latin American, New Mexican",$$,"1205 Merrill Avenue, Wausau, WI, 54401",54401,44.97733,-89.64115
2877,8,McDonald's® (2002 W STEWART AVE),4.4,38,"American, Burgers, Fast Food",$,"2002 W STEWART AVE, WAUSAU, WI, 54401",54401,44.959431,-89.661079
2878,1,Chang Jiang,,,"Chinese, Asian, Asian Fusion",$$,"1118 W Main St, Waupun, WI, 53963",53963,43.63323,-88.7602
2879,9,Z's Bakery &amp; Java Hut,,,"American, Breakfast and Brunch, Desserts",$$,"N2826 County Road QQ, Waupaca, WI, 54981",54981,44.3413,-89.13417
2880,1,Chef Chu's Chinese Cuisine,,,"Chinese, Asian, Asian Fusion",$$,"N2834 County Hwy QQ, Waupaca, WI, 54981",54981,44.34192,-89.13337
2881,8,Filling Station Pizza &amp; Beer,,,"Pizza, American, Italian",$$,"1045 W Fulton St, Waupaca, WI, 54981",54981,44.35619,-89.10993
2882,9,Rose Garden Family Restaurant,,,"Vegetarian, Vegan, Healthy",$$,"902 Churchill St, Waupaca, WI, 54981",54981,44.34883,-89.07246
2883,3,Weasels,,,"Italian, Pasta, Comfort Food",$$,"108 E Union St, Waupaca, WI, 54981",54981,44.35689,-89.08413
2884,7,Three Squares Restaurant,,,"Vegetarian, Vegan, Healthy",$$,"1222 W Fulton St, Waupaca, WI, 54981",54981,44.35669,-89.11958
2885,7,Sulten Belly,,,"Burgers, American, Sandwiches",$$,"220 N Main St, Waupaca, WI, 54981",54981,44.35951,-89.08475
2886,6,Waupaca Woods Restaurant,,,"Burgers, American, Sandwiches",$$,"815 West Fulton Street, Waupaca, WI, 54981",54981,44.35654,-89.10131
2887,5,H.H. Hinder Brewing Co,,,"American, Burgers, Sandwiches",$$,"804 Churchill Street, Waupaca, WI, 54981",54981,44.3497,-89.07279
2888,4,Paca Pub,,,"American, Burgers, Sandwiches",$$,"106 North Main Street, Waupaca, WI, 54981",54981,44.35827,-89.08454
2889,3,Wildflower's Restaurant,,,"Pizza, American, Italian",$$,"N2717 County Road QQ, Waupaca, WI, 54981",54981,44.33875,-89.1419
2890,2,Par 4 Bistro at Par 4 Resort,,,"Burgers, American, Sandwiches",$$,"201 Foxfire Drive, Waupaca, WI, 54981",54981,44.35089,-89.13077
2891,1,Simpsons Restaurant,,,"Burgers, American, Sandwiches",$$,"222 S Main St, Waupaca, WI, 54981",54981,44.35622,-89.08525
2892,28,Red Rock Saloon,,,"BBQ, Wings",$,"322 W Johnson St, Madison, WI, 53703",53703,43.0741678,-89.3913144
2893,25,Poke Bar,,,"Poke, Asian, Asian Fusion",,"7603 Elmwood Avenue, Middleton, WI, 53562",53562,43.09579,-89.51305
2894,2,Buraka,,,"Black-owned, African, Ethiopian, Vegetarian, Healthy",$,"1210 Williamson St, Madison, WI, 53703",53703,43.0836214,-89.3641957
2895,42,Gigi's Cupcakes (554 N Midvale Blvd),,,"Bakery, Desserts",$,"554 N Midvale Blvd, Madison, WI, 53705",53705,43.07236,-89.45172
2896,125,Quiznos (5 N Pinckney St),,,"Sandwich, Salads, Traditional American, Fast Food, Healthy",$,"5 N Pinckney St, Madison, WI, 53703",53703,43.0759169,-89.3830932
2897,107,Subway (8315 Murphy Dr),,,"Fast Food, Sandwich, American",$,"8315 Murphy Drive, Middleton, WI, 53562",53562,43.09759,-89.5243
2898,52,Taiwan Little Eats,4.9,100,"Asian Fusion, Asian, Korean",$,"320 State St, Madison, WI, 53703",53703,43.07484,-89.39072
2899,8,Noodles &amp; Company (7050 Mineral Pt),4.5,80,"Healthy, Pasta, American, Italian, Comfort Food, Noodles, Family Meals",$,"7050 Mineral Pt, Madison, WI, 53717",53717,43.061445,-89.504886
2900,156,Pizza Brutta (Monroe),,,"Pizza, Salads, Healthy",$$,"1805 Monroe St, Madison, WI, 53711",53711,43.0651472,-89.416392
2901,76,"Subway (6000 Monona Drive, Suite 100)",,,"Sandwiches, Fast Food, American, Healthy, Sandwich, American",$,"6000, Monona, WI, 53716",53716,43.05377,-89.32469
2902,110,Jersey Mike’s Subs (4706 East Towne Boulevard),4.5,46,"Sandwich, American, New American",$,"4706 East Towne Boulevard, Madison, WI, 53704",53704,43.1297734,-89.3047722
2903,158,Gyros Express,4.1,15,Mediterranean,$,"122 W Towne Mall, Madison, WI, 53719",53719,43.05844,-89.50511
2904,54,Parthenon Gyros,4.6,100,"Mediterranean, Greek",$,"316 State St, Madison, WI, 53703",53703,43.0750457,-89.3906079
2905,92,Subway (652 N Highpoint Rd),,,"Fast Food, Sandwich, American",$,"652 N Highpoint Rd, Madison, WI, 53717",53717,43.07464,-89.5190321
2906,97,El Rancho Dos,,,Mexican,$,"4527 Cottage Grove Rd, Madison, WI, 53716",53716,43.0837461,-89.3033715
2907,6,The Final Halal (705 S Gammon Rd),,,"Halal, Mediterranean",$,"705 S Gammon Rd, Madison, WI, 53719",53719,43.04965,-89.50269
2908,83,Pancheros Mexican Grill (6309 McKee Rd),4.5,45,"Burritos, Mexican, Tex Mex",$$,"6309 McKee Rd, Madison, WI, 53719",53719,43.015043,-89.481292
2909,25,"La Bamba - Madison, WI",4.3,45,Mexican,$,"710 S Gammon Rd, Madison, WI, 53719",53719,43.0493705,-89.5040672
2910,52,Los Gemelos,4.6,100,"Mexican, Steak, Chicken",$,"244 W Gilman St, Madison, WI, 53703",53703,43.0751405,-89.393289
2911,71,Cold Stone Creamery (2970 Cahill Main),4.9,37,"Ice Cream + Frozen Yogurt, Desserts, Comfort Food",$,"2970 Cahill Main, Fitchburg, WI, 53711",53711,43.0174,-89.42426
2912,70,Los Gemelos Store,,,"Mexican, Comfort Food",,"6713 Odana Road Unit #8, Madison, WI, 53719",53719,43.05608,-89.49766
2913,58,Dubai Mediterranean Restaurant and Bar,4.8,41,Mediterranean,$$,"419 State St, Madison, WI, 53703",53703,43.07464,-89.3925978
2914,41,Crumbl Cookies (WI - Madison),4.9,59,"Desserts, Comfort Food",$,"4010 University Ave, Madison, WI, 53705",53705,43.07584,-89.454
2915,48,Auntie Anne's (115 East Towne Mall),,,"Bakery, Comfort Food, Desserts, Family Meals",$,"115 East Towne Mall, Madison, WI, 53704",53704,43.1275123,-89.3050719
2916,5,MOOYAH Burgers (Fitchburg),4.8,63,"American, Burgers",$,"6309 McKee Rd, Fitchburg, WI, 53719",53719,43.0148995,-89.4811891
2917,37,Arby's (631 Hometown Circle),,,"American, Sandwich, Salads, Fast Food, Kids Friendly, Healthy",$,"631 Hometown Circle, Verona, WI, 53593",53593,42.9941,-89.5209
2918,6,Crumbl Cookies (WI - Sun Prairie),5,23,"Desserts, Coffee and Tea, Pastry",$,"2808 Prairie Lakes Dr, Sun Prairie, WI, 53590",53590,43.16718,-89.26943
2919,155,Pizza Brutta (Frank Lloyd Wright),,,"Pizza, Salads, Healthy",$$,"6712 Frank Lloyd Wright Ave, Middleton, WI, 53562",53562,43.1067676,-89.4974021
2920,146,Burgrito's,,,"Salads, Mexican, Healthy",$,"1835 Monroe St, Madison, WI, 53711",53711,43.0648372,-89.4167141
2921,139,garibaldi mexican restaurant ,4.5,13,Mexican,,"117 S Butler St, Madison, WI, 53703",53703,43.075635,-89.379372
2922,134,Kosharie,4.8,20,"Vegetarian, Vegan, Healthy",$,"1437 Regent Street, Madison, WI, 53711",53711,43.06785,-89.4106
2923,129,LeanFeast,4.3,13,"Healthy, Vegetarian, Salads",,"2911 University Ave., Madison, WI, 53705",53705,43.07475,-89.43938
2924,131,Pizza Ranch (100 Keenan Ct.),4.4,11,"Fried Chicken, pizza",$$,"100 Keenan Ct., Verona, WI, 53593",53593,42.99456227,-89.51761058
2925,126,JustVeggiez ,4.8,17,Vegan,,"2817 East Washington Avenue, Madison, WI, 53704",53704,43.10283,-89.34486
2926,101,Cheeky's Cheesesteaks,,,"Deli, Sandwich",$,"2828 Prairie Lakes Drive, Sun Prairie, WI, 53590",53590,43.16612,-89.27093
2927,100,Deja Brew,,,"Coffee and Tea, Juice and Smoothies, Exclusive to Eats",$,"4915 Commercial Ave, Madison, WI, 53704",53704,43.1059231,-89.2966134
2928,85,Dairy Queen Grill &amp; Chill (3030 Fish Hatchery Rd),4.7,92,"Ice Cream + Frozen Yogurt, Burgers, Chicken, American",$,"3030 Fish Hatchery Rd, Fitchburg, WI, 53713",53713,43.0254161,-89.4142209
2929,83,Colectivo State Street,4.7,87,"Cafe, Bakery, Coffee and Tea",$,"583 State St, Madison, WI, 53703",53703,43.0745973,-89.3955842
2930,78,Pancake Cafe (S Gammon),4.6,57,"Breakfast and Brunch, Desserts",$$,"724 S Gammon Rd, Madison, WI, 53719",53719,43.048891,-89.50343
2931,72,Paleo Mama Bakery,,,"Desserts, Bakery, Gluten Free",,"409 South Few Street, Madison, WI, 53703",53703,43.08319,-89.36389
2932,64,Chipotle Mexican Grill (4000 University Ave),4.8,100,"Healthy, Mexican",$,"4000 University Ave, Madison, WI, 53705",53705,43.0758783,-89.4540426
2933,63,Vegetarian Curry Tradition (705 S Gammon Rd),,,"Healthy, Vegetarian, Comfort Food",$,"705 S Gammon Rd, Madison, WI, 53719",53719,43.04965,-89.50269
2934,59,Qdoba Mexican Eats (2741 University Ave),4.8,60,"Mexican, Bowls, Salads",$,"2741 University Ave, Madison, WI, 53705",53705,43.073636,-89.435492
2935,42,Papa Johns (Washington Ave),4.7,54,"Pizza, Wings, Desserts, Sandwiches",$,"2604 E Washington Ave, Madison, WI, 53704",53704,43.100731,-89.34878
2936,40,Wild Burger (789 University Ave.),4.4,17,Burgers,$$,"789 University Ave, Madison, WI, 53715-1037",53715-1037,43.07305,-89.39874
2937,21,Salvatore's Tomato Pies,5,16,"Pizza, Comfort Food",,"912 E Johnson St, Madison, WI, 53703",53703,43.0848,-89.37605
2938,45,Viet kitchen,,,"Asian Fusion, Asian, Vietnamese",,"682 South Whitney Way, Madison, WI, 53719",53719,43.05084,-89.47364
2939,44,The Noodle House ,,,"Japanese, Asian, Sushi",$,"461 West Gilman Street, Madison, WI, 53703",53703,43.07352,-89.39534
2940,41,Chaat Cafe,,,"Indian, Vegetarian, Asian, Healthy",$,"705 S Gammon Rd, Madison, WI, 53719",53719,43.0496599,-89.5027575
2941,33,Saigon Pho,4.5,31,"Asian, Korean, Noodles, Vietnamese",,"2161 Zeier Road, Madison, WI, 53704",53704,43.12789,-89.30053
2942,36,Sunny Pho,4.8,100,"Black-owned, Asian Fusion, Asian, Korean",$,"602 S Park St, Madison, WI, 53715",53715,43.0607809,-89.4010898
2943,32,Hutong,,,"Chinese, Noodles, Salads",,"410 East Wilson Street, Madison, WI, 53703",53703,43.075712,-89.377349
2944,31,Seafood Boiler,,,"Asian, Asian Fusion, Korean, Seafood",,"2161 Zeier Rd, Madison, WI, 53704",53704,43.12788,-89.30086
2945,30,Saucy Rice,,,"Asian, Taiwanese, Noodles",,"2161 Zeier Rd, Madison, WI, 53704",53704,43.12788,-89.30066
2946,29,Hsinchu Rice &amp; Noodle,,,"Asian, Taiwanese, Chinese",,"2161 Zeier Rd, Madison, WI, 53704",53704,43.1279063,-89.3008484
2947,28,Shen Stir Fry,,,"Asian, Asian Fusion, Korean",,"2161 Zeier Rd, Madison, WI, 53704",53704,43.1282321,-89.3011768
2948,18,Dumpling House,4.6,21,"Asian Fusion, Korean, Noodles",,"2161 Zeier Road, Madison, WI, 53704",53704,43.128088,-89.301094
2949,1,Noodles &amp; Company (2800 Sarah Ln),,,"Pasta, Healthy, Pasta, Salads, Italian, Comfort Food",$,"2800 Sarah Lane, Suite F, Waunakee, WI, 53597",53597,43.17960144,-89.45169414
2950,102,International Drive Up,,,"Burgers, Sandwich, Salads",,"709 Atlas Avenue, Madison, WI, 53714",53714,43.08637,-89.30923
2951,100,Village Pizza,,,"Pizza, Sandwich, Wings, Exclusive to Eats",$,"2825 University Ave, Madison, WI, 53705",53705,43.07402,-89.43767
2952,99,World Buffet (Madison),,,"Chinese, Asian, Asian Fusion",$,"499 Donofrio Dr, Madison, WI, 53717",53717,43.058122,-89.513675
2953,96,Billow,,,"BBQ, Burgers, Local Specialities",,"3112 Parmenter Street, Middleton, WI, 53562",53562,43.1087,-89.5108
2954,95,People's Bakery ,,,"Halal, Chicken, Middle Eastern",$,"2810 E Washington Ave, Madison, WI, 53704",53704,43.1030371,-89.3456698
2955,93,Naples 15,,,"Italian, Pasta, Comfort Food",$,"15 N Butler St, Madison, WI, 53703",53703,43.077223,-89.3814605
2956,92,Angelo's (Madison),,,"Italian, Pizza, BBQ",$,"5801, Monona, WI, 53716",53716,43.05673,-89.326111
2957,91,Mr. Seafood,,,"Chinese, Asian, Asian Fusion",$,"600 Williamson Street, Madison, WI, 53703",53703,43.07682,-89.37459
2958,90,Gloria's Mexican Restaurant,,,Mexican,$,"610 Junction Rd, Madison, WI, 53717",53717,43.0732826,-89.5265767
2959,88,Wando's,,,"Burgers, Wings, Salads, Healthy",$,"602 University Ave, Madison, WI, 53715",53715,43.073417,-89.3959853
2960,86,TURKISH KITCHEN,,,"Mediterranean, Greek, Vegetarian",,"749 South Gammon Road, Madison, WI, 53711",53711,43.049003,-89.502871
2961,85,Feast - Artisan Dumpling and Tea House,,,"Asian Fusion, Asian, Coffee and Tea",,"904 Williamson St, Madison, WI, 53703",53703,43.079871,-89.36956
2962,82,Sweet Home Wisconsin,4.6,30,Burgers,$,"910 Regent St, Madison, WI, 53715",53715,43.0678076,-89.4016756
2963,81,King of Falafel,4.8,39,"Halal, Sandwich, Salads, Healthy",$$,"1129 S Park St, Madison, WI, 53715",53715,43.0543546,-89.3963172
2964,80,New Seoul Korean restaurant,4.6,63,"Asian, Asian Fusion, Korean",$,"721 N High Point Rd, Madison, WI, 53717",53717,43.0756503,-89.5185413
2965,79,5 Star Korean Barbecue,4.9,31,"Korean, Asian, BBQ",,"605 East Washington Avenue, Madison, WI, 53703",53703,43.07846,-89.37804
2966,77,Strings Ramen Madison,4.6,40,"Japanese, Noodles",$$,"311 N Frances St, Madison, WI, 53703",53703,43.072693,-89.39562
2967,76,Orient House Chinese Restaurant,4.5,100,"Chinese, Asian, Noodles",,"626 S Park St, Madison, WI, 53715",53715,43.06036,-89.40118
2968,72,La Taguara (Washington Ave),4.7,96,"Venezuelan, Colombian",$,"3502 E Washington Ave, Madison, WI, 53704",53704,43.1147799,-89.3287245
2969,68,Ramen Kid,4.8,79,"Japanese, Asian, Noodles",$,"461 W Gilman St, Madison, WI, 53703",53703,43.0733759,-89.3951634
2970,62,Taigu Noodles,4.8,65,"Noodles, Chinese",,"7610 Elmwood Ave, Middleton, WI, 53562",53562,43.09636,-89.51373
2971,61,Petra Bakery and Restaurant,4.9,15,"Salads, Mediterranean",,"6119 Odana Road, Madison, WI, 53719",53719,43.05295,-89.48634
2972,60,Pedro's Mexican Restaurante,4.4,38,Mexican,$,"3555 E Washington Ave, Madison, WI, 53714",53714,43.1146262,-89.3255208
2973,59,Red Lion Singapore Grill &amp; Japanese Cuisine,4.6,61,"Asian, Japanese, Salads, Healthy",,"515 Cottage Grove Rd, Madison, WI, 53716",53716,43.083614,-89.3177333
2974,55,Chuck E. Cheese (438 Grand Canyon Dr),,,Pizza,$,"438 Grand Canyon Dr, Madison, WI, 53719",53719,43.0584973,-89.4970633
2975,54,Chang jiang 8,,,"Chinese, Vegetarian, Seafood",$,"4929 Commercial Avenue, 麦迪逊, WI, 53704",53704,43.10571,-89.29678
2976,51,The Curry Corner,,,"Indian, Vegetarian, Asian",,"705 South Gammon Road, Madison, WI, 53719",53719,43.05,-89.50295
2977,49,Edo Japanese Restaurant,4.6,47,"Japanese, Asian, Sushi",$$,"532 S Park St, Madison, WI, 53715",53715,43.061169,-89.401189
2978,48,Ramen Station,4.9,67,"Japanese, Ramen",,"1124 S Park St, Madison, WI, 53715",53715,43.054,-89.39699
2979,46,Chang Jiang,4.3,52,"Chinese, Asian, Asian Fusion",,"4929 Commercial Ave, Madison, WI, 53704",53704,43.1064647,-89.2966879
2980,41,Ruyi Hand Pulled Noodle,4.8,46,"Chinese, Asian, Noodles, AAPI-owned",,"334 State St, Madison, WI, 53703",53703,43.074978,-89.390992
2981,40,Royal Indian cuisine,4.7,100,"Indian, Vegetarian, Asian, Healthy",$,"7475 Mineral Point Rd 12, Madison, WI, 53717",53717,43.0587999,-89.5123067
2982,38,Chang Jiang ,4.6,47,"Middle Eastern, Chinese, Asian, AAPI-owned",,"3195 Muir Field Rd, Madison, WI, 53719",53719,43.016385,-89.510714
2983,34,Uno Pizzeria &amp; Grill (3010 Crossroads Drive),4.7,50,"Sandwich, Salads, Pizza, Vegetarian, Healthy",$$,"3010 Crossroads Drive, Madison, WI, 53718",53718,43.1354799,-89.2908357
2984,30,Doc’s Madison Smokehouse,,,"BBQ, Wings, Sandwiches",,"72 West Towne Mall, Madison, WI, 53719",53719,43.05982,-89.50616
2985,29,Asian Noodle,4.8,100,"Asian Fusion, Wings, Asian",$,"902 Regent St, Madison, WI, 53715",53715,43.0677291,-89.40129
2986,21,Sol's On the Square,4.8,96,Korean,$$,"117 E Mifflin St, Madison, WI, 53703",53703,43.0766649,-89.3833887
2987,14,Rosati's Pizza (6644 Mineral Point Road),4.6,88,"Italian, pasta, pizza, Sandwich",$,"6644 Mineral Point Road, Madison, WI, 53705",53705,43.0612905,-89.496801
2988,7,Maharana Indian Restaurant,4.6,96,Indian,$,"1707 Thierer Rd, Madison, WI, 53704",53704,43.1221914,-89.3106164
2989,6,Maharani Restaurant,4.7,100,"Indian, Indian Curry",$,"380 West Washington Avenue, Madison, WI, 53703",53703,43.0716971,-89.3888932
2990,4,Dynasty ll Chinese Restaurant (Beltline Hwy),4.3,80,"Chicken, Seafood, Vegetarian, Asian, Chinese, Rice-bowls, Asian Fusion, Healthy, Family Meals",$,"2705 West Beltline Highway, Madison, WI, 53713",53713,43.0344733,-89.4235617
2991,3,Yume sushi,4.7,100,"Japanese, Sushi, Asian Fusion",$,"449 State St 2nd Fl, Madison, WI, 53703",53703,43.0745816,-89.3934524
2992,124,Adamah Neighborhood Table,4.8,17,"Kosher, Healthy, American, Comfort Food, Salads, Mediterranean",$,"611 Langdon St, Madison, WI, 53703",53703,43.07552,-89.396033
2993,123,Koi Sushi,,,"Sushi, Japanese, Asian, Noodles, Salads, Healthy",$,"502 State St, Madison, WI, 53703",53703,43.0750322,-89.3934523
2994,122,Guilty Cafe,,,"Desserts, Cafe, Breakfast and Brunch",,"244 North Century Avenue, Waunakee, WI, 53597",53597,43.19361,-89.46121
2995,121,Rosie's Coffee Bar &amp; Bakery,,,"American, Cafe, Breakfast and Brunch",$,"4604 Monona Dr, Madison, WI, 53716",53716,43.0699487,-89.3256626
2996,119,daisy cafe,,,"Burgers, American, Sandwiches",$,"2827 Atwood Ave, Madison, WI, 53704",53704,43.0936697,-89.3426149
2997,118,Pancake Cafe,,,American,$,"2932 Fish Hatchery Rd, Fitchburg, WI, 53713",53713,43.02772,-89.41278
2998,117,Mafia for pizza,,,"Pizza, American, Italian, Pasta, Wings, Chicken, Desserts",,"1431 Regent Street, Madison, WI, 53711",53711,43.067636,-89.410494
2999,115,Insatia-Bowls,,,"Gluten Free, Vegetarian, Convenience",,"3606 Corben Ct, Madison, WI, 53704",53704,43.13933,-89.33044
3000,114,Hop Haus Brewing,,,"American, Sandwiches, Burgers",,"2975 Sub Zero Parkway, Fitchburg, WI, 53719",53719,43.0054843,-89.46320494
3001,113,Helbach's Coffee House (Madison),,,"Coffee and Tea, American, Breakfast and Brunch",$,"410 D'onofrio Dr., Madison, WI, 53719",53719,43.0597022,-89.5134447
3002,112,The Lazy Oaf Lounge,,,American,$$,"1617 N Stoughton Rd, Madison, WI, 53704",53704,43.1198783,-89.324479
3003,111,Plow Restaurant,,,"American, Pizza, Pasta",,"5874 Rattman Road, Burke, WI, 53718",53718,43.1678321,-89.28531673
